num,mcc,acc,loss
0,0.06597720209647111,0.6030150753768844,0.6733998
1,0.020137150779852665,0.5979899497487438,0.6725755
2,0.11529605978955214,0.6130653266331658,0.6744851
3,0.028623901395379996,0.5979899497487438,0.672688
4,0.09678696902907323,0.6080402010050251,0.6739895
