num,mcc,acc,loss
0,0.023339442151241452,0.5631067961165048,0.68631464
1,0.02274721672576868,0.49029126213592233,0.7077973
2,-0.03307173478528949,0.5194174757281553,0.6973492
3,-0.1276168666923392,0.5048543689320388,0.69417095
4,-0.07002796335745966,0.5388349514563107,0.7019144
