num,mcc,acc,loss
0,0.08856124794565216,0.48058252427184467,0.70581573
1,-0.06091512530677661,0.5631067961165048,0.6859829
2,0.0,0.5679611650485437,0.6872367
3,0.04459514986882591,0.470873786407767,0.70525074
4,0.0,0.5679611650485437,0.70629305
