num,mcc,acc,loss
0,0.16242412414656726,0.6193353474320241,0.66672415
1,0.04870109789000099,0.5709969788519638,0.6756072
2,0.002703288897760681,0.5498489425981873,0.68007964
3,0.03131592787786622,0.5649546827794562,0.6775463
4,0.03455243023084125,0.5861027190332326,0.6764698
