num,mcc,acc,loss
0,-0.013711178370194234,0.42900302114803623,0.70437104
1,-0.0398623964306134,0.4501510574018127,0.6975063
2,-0.05718901752469688,0.4108761329305136,0.7083017
3,-0.01952150417360409,0.42900302114803623,0.70399684
4,-0.04833562702945474,0.4108761329305136,0.71227175
