num,mcc,acc,loss
0,0.07747824229952979,0.5979899497487438,0.66304153
1,0.11231733009667065,0.5879396984924623,0.6697347
2,0.07101924908527155,0.5879396984924623,0.66363704
3,0.12196325766961583,0.5979899497487438,0.6670161
4,0.014048364672870503,0.5678391959798995,0.66584396
