num,mcc,acc,loss
0,0.02383477041965575,0.5770392749244713,0.67929107
1,0.007558462166352456,0.5830815709969789,0.6807032
2,-0.008195948901286472,0.5649546827794562,0.6795698
3,0.13368875267292468,0.6072507552870091,0.68539923
4,-0.04769362433853795,0.56797583081571,0.6815106
