Genotype,Dim_0,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16,Dim_17,Dim_18,Dim_19,Dim_20,Dim_21,Dim_22,Dim_23,Dim_24,Dim_25,Dim_26,Dim_27,Dim_28,Dim_29,Dim_30,Dim_31,Dim_32,Dim_33,Dim_34,Dim_35,Dim_36,Dim_37,Dim_38,Dim_39,Dim_40,Dim_41,Dim_42,Dim_43,Dim_44,Dim_45,Dim_46,Dim_47,Dim_48,Dim_49
23.0,6.684247970581055,7.312889099121094,-2.1739935874938965,0.6779031753540039,0.7280001640319824,0.4840400218963623,-0.26065459847450256,0.005267992615699768,-1.8224365711212158,0.17702782154083252,-0.026917219161987305,0.7433571815490723,0.8148819208145142,0.7754967212677002,0.5459590554237366,0.7959059476852417,0.4512253403663635,0.6323040127754211,0.6756648421287537,0.42614883184432983,-0.7485607862472534,0.39312195777893066,-2.3914923667907715,-2.2088186740875244,-0.9047192335128784,0.0020105289295315742,0.00414010277017951,0.0018171468982473016,0.0023282181937247515,0.002506715478375554,0.001136701088398695,0.003081971313804388,0.0023010962177067995,0.0016878386959433556,0.0017720576142892241,0.001923140836879611,0.0017636403208598495,0.0038776269648224115,0.0030238553881645203,0.003949015401303768,0.0027766081038862467,0.004042355343699455,0.00141476234421134,0.002865367103368044,0.0017431528540328145,0.00242370693013072,0.001093975966796279,0.0020403238013386726,0.004112668335437775,0.0034790351055562496
14.0,6.5250091552734375,6.927267074584961,-2.3684182167053223,0.17522898316383362,0.368594229221344,0.202864408493042,0.06801483035087585,0.3230627179145813,-1.784213662147522,0.6269930601119995,0.5434970259666443,0.5963572263717651,0.40728476643562317,0.6777185201644897,0.5256338715553284,0.37920886278152466,0.07082992792129517,0.47545960545539856,0.5507398843765259,0.8310093283653259,-0.6469488739967346,-0.21126161515712738,-2.805793523788452,-2.338580846786499,-0.5593523979187012,0.0031477566808462143,0.006523883435875177,0.0029851989820599556,0.0024868519976735115,0.0037058228626847267,0.002983266720548272,0.005700490437448025,0.004842792637646198,0.0035038210917264223,0.004539128392934799,0.005016820505261421,0.003217868274077773,0.0051170289516448975,0.004654625430703163,0.005722863599658012,0.0035203394945710897,0.004008859395980835,0.0015936370473355055,0.004242400173097849,0.0019811871461570263,0.00416155532002449,0.0013346176128834486,0.002174733206629753,0.007046196144074202,0.0049076322466135025
73.0,5.5386962890625,6.844017028808594,-2.0687508583068848,0.04647168517112732,0.25348514318466187,0.27072393894195557,-0.09616813063621521,0.27529633045196533,-1.7904939651489258,0.41945740580558777,0.5804924368858337,0.45697012543678284,0.2866150736808777,0.24661758542060852,0.2091209888458252,0.43995755910873413,0.048588935285806656,0.3700655400753021,0.5043187141418457,0.5970064401626587,-0.22586572170257568,0.6151367425918579,-2.328209161758423,-2.283867597579956,-0.8579419851303101,0.004370457027107477,0.010767875239253044,0.003902644384652376,0.003956345841288567,0.004458419978618622,0.0036931768991053104,0.007260150741785765,0.0056890202686190605,0.005657437723129988,0.005324772093445063,0.007563789840787649,0.004211751278489828,0.0073374370113015175,0.006320982240140438,0.005461451131850481,0.004502881783992052,0.004537384025752544,0.002869490534067154,0.00731855072081089,0.003934054635465145,0.006833760067820549,0.003435248276218772,0.004188824910670519,0.007934325374662876,0.007129592355340719
251.0,5.19216251373291,3.983992338180542,-2.0499112606048584,0.6897785663604736,0.497189998626709,0.6771038770675659,0.4993959963321686,0.4484456777572632,-1.7542340755462646,0.5279548168182373,0.458391010761261,0.6123889684677124,0.4700651168823242,0.5267857313156128,0.32118409872055054,-0.07103556394577026,0.1520196795463562,0.5102999806404114,0.5572350025177002,0.7948874235153198,-0.06714413315057755,0.4467970132827759,-2.454012870788574,-2.242225408554077,-1.3871792554855347,0.0029812504071742296,0.0037550621200352907,0.002380016027018428,0.003008379600942135,0.002904490800574422,0.0038410963024944067,0.005698514636605978,0.006571839563548565,0.0041884565725922585,0.003808014327660203,0.00514683173969388,0.0041686962358653545,0.0042719426564872265,0.003422751557081938,0.0031294669024646282,0.003184927860274911,0.0051735928282141685,0.0024451524950563908,0.005607204046100378,0.0033882982097566128,0.006853132043033838,0.0033201880287379026,0.002763912547379732,0.00558688398450613,0.004794198554009199
235.0,5.923159599304199,7.167488098144531,-1.6971697807312012,1.1270915269851685,1.2586346864700317,1.4169079065322876,0.848741888999939,1.087342381477356,-1.423427700996399,1.1329840421676636,1.073331356048584,0.4724757969379425,0.1882196068763733,0.5622910261154175,0.40778008103370667,0.039864927530288696,-0.33781975507736206,0.05185430496931076,-0.02713872492313385,0.3006017804145813,-0.6747480630874634,0.08352692425251007,-3.177305221557617,-3.0261316299438477,-0.5871003866195679,0.0018502589082345366,0.004348031245172024,0.002048338297754526,0.0038502805400639772,0.0034393093083053827,0.0027882272843271494,0.005614743568003178,0.00582103431224823,0.002884413581341505,0.004732132889330387,0.003033024724572897,0.0014345188392326236,0.0014933684142306447,0.0010567634599283338,0.0013016039738431573,0.0011173614766448736,0.00121648411732167,0.0005272203125059605,0.0013355376431718469,0.0006192779401317239,0.0022263701539486647,0.0006355941877700388,0.0008294996223412454,0.0022626235149800777,0.0026640405412763357
137.0,5.867196083068848,5.158391952514648,-2.1531269550323486,0.523390531539917,0.5777031183242798,0.488109827041626,0.3876146972179413,0.4879235625267029,-1.7519785165786743,0.514440655708313,0.35806769132614136,0.45614004135131836,0.5915378332138062,0.4495289623737335,-0.43486452102661133,0.14000779390335083,0.17483431100845337,0.5665386915206909,0.7848920822143555,0.8821185231208801,-0.05439431220293045,0.5606944561004639,-2.260913133621216,-2.2756059169769287,-1.318467378616333,0.0029777802992612123,0.00338536873459816,0.0020820763893425465,0.0024474046658724546,0.0022614554036408663,0.0030545226763933897,0.004155023489147425,0.004815458785742521,0.0030142092145979404,0.002602530876174569,0.004480400588363409,0.002532654907554388,0.0029575887601822615,0.00227071950212121,0.0022144089452922344,0.002768874866887927,0.003602492157369852,0.001906763412989676,0.005097501445561647,0.002884538844227791,0.004571832716464996,0.0030395311769098043,0.002234136452898383,0.004751428496092558,0.0045196786522865295
36.0,7.983513832092285,7.877439498901367,-1.836571455001831,0.7497298717498779,0.5199750661849976,0.7250601053237915,0.7346434593200684,0.5268986225128174,-1.574088215827942,0.8268046379089355,0.7192866802215576,0.8822559714317322,0.870045006275177,0.7864394187927246,0.6647835373878479,0.8587180376052856,0.5332167744636536,0.6455967426300049,0.9217606782913208,0.48806530237197876,-1.1641349792480469,-0.1952097862958908,-3.1737124919891357,-2.994091510772705,-2.8742611408233643,0.0008669873350299895,0.002545737661421299,0.000563187466468662,0.001129867509007454,0.0013265758752822876,0.0008264274219982326,0.0021027016919106245,0.0018081538146361709,0.0007815083372406662,0.0010373875265941024,0.0012333818012848496,0.0007850136025808752,0.0013587228022515774,0.0005695751751773059,0.001159122446551919,0.0006791481864638627,0.0012947552604600787,0.00043286228901706636,0.0007908873376436532,0.0007095972541719675,0.000977488700300455,0.00027483361191116273,0.0003247088461648673,0.0015283096581697464,0.000623188039753586
192.0,5.168756484985352,7.282444953918457,-1.2738929986953735,1.4454903602600098,0.8080170154571533,0.699630856513977,-0.005134254693984985,-0.20294006168842316,-1.626175880432129,0.07570162415504456,0.03838545083999634,0.23160697519779205,-0.03955931216478348,0.46140602231025696,0.42911064624786377,0.27673983573913574,-0.05020087584853172,0.20438775420188904,0.610159158706665,0.9252185225486755,-0.054527707397937775,0.36279088258743286,-2.4045486450195312,-1.9714698791503906,-1.089767336845398,0.004441733937710524,0.008768167346715927,0.0039950828067958355,0.007319450378417969,0.005444610957056284,0.0023148260079324245,0.004898708779364824,0.003504678374156356,0.0027164567727595568,0.002337414538487792,0.0029645846225321293,0.001693357597105205,0.002853548852726817,0.002264204900711775,0.0026834814343601465,0.002666973741725087,0.0056706746108829975,0.002445698482915759,0.005755006801337004,0.003313146298751235,0.0035328050144016743,0.0023865164257586002,0.0022526744287461042,0.004042455460876226,0.005017784424126148
249.0,5.000166416168213,6.34652042388916,-1.9117306470870972,0.7488632202148438,0.5827913880348206,0.7785274982452393,0.5654425621032715,0.4722340703010559,-1.7765504121780396,0.598799467086792,0.5344483256340027,0.5066924691200256,0.5393836498260498,0.6667014360427856,0.2913047671318054,-0.15305310487747192,-0.38047879934310913,0.16760662198066711,0.5280348062515259,0.6700809597969055,-0.4399871826171875,0.005036666989326477,-2.7556591033935547,-2.3337559700012207,-1.319643497467041,0.004270816687494516,0.007407836150377989,0.004121874459087849,0.004130836576223373,0.004416294861584902,0.0043757022358477116,0.008582131005823612,0.006891767028719187,0.004304032307118177,0.00419342378154397,0.006123766303062439,0.0034612349700182676,0.0045435684733092785,0.004206682089716196,0.003690669545903802,0.0028107718098908663,0.004297246690839529,0.001976591534912586,0.005584865342825651,0.0026297513395547867,0.005984993185847998,0.002312103286385536,0.0023244465701282024,0.005163167603313923,0.004989816807210445
41.0,7.0059814453125,8.467387199401855,-1.6520174741744995,0.8338581323623657,0.560745894908905,0.6045464277267456,0.8645578622817993,0.9178758859634399,-1.6797513961791992,0.36617061495780945,0.0794529914855957,0.9714028835296631,0.5987311601638794,0.2532372772693634,0.2018381953239441,0.5926483869552612,-0.1868402361869812,-0.22643712162971497,0.18258963525295258,0.33468329906463623,-0.8582780957221985,-0.03307555615901947,-2.635211944580078,-2.2231035232543945,-1.7329660654067993,0.0035520324017852545,0.007417851593345404,0.0027436348609626293,0.0038678052369505167,0.003680787980556488,0.0024490125942975283,0.006299589294940233,0.005031708627939224,0.0024191068951040506,0.003639186965301633,0.0030526574701070786,0.0014477651566267014,0.0026712215039879084,0.0017131486674770713,0.0022670624312013388,0.0013680115807801485,0.0018523086328059435,0.0007296508993022144,0.0016002735355868936,0.0013133209431543946,0.002620813436806202,0.0009040860459208488,0.0015710439765825868,0.0043196468614041805,0.003294888185337186
