"Genotype","Average.halting.duration","Estimated.distance.moved","Estimated.duration.halting","Estimated.duration.halting..duration...180.","Estimated.duration.halting..180....duration...1500.","Estimated.duration.halting..duration....1500.","Estimated.duration.moving","Estimated.duration.moving..duration...10.","Estimated.duration.moving..10....duration...50.","Estimated.duration.moving..duration....50.","Estimated.duration.moving..velocity...0.2.","Estimated.duration.moving..0.2....velocity...0.4.","Estimated.duration.moving..velocity....0.4.","Halt.frequency","Halt.frequency..duration...180.","Halt.frequency..180....duration...1500.","Halt.frequency..duration....1500.","Movement.frequency","Movement.frequency..duration...10.","Movement.frequency..10....duration...50.","Movement.frequency..duration....50.","Movement.frequency..velocity...0.2.","Movement.frequency..0.2....velocity...0.4.","Movement.frequency..velocity....0.4.","Ratio.halting.to.detection.duration","Ratio.movement.to.detection.duration","Ratio.movement.to.halting.duration"
"142",612.45,21.6,4899.98,367.83,246.42,4285.74,200.22,2,198.22,0,200.22,0,0,8,6,1,1,7,1,6,0,7,0,0,0.96,0.04,0.04
"156",66.21,176.35,3575.68,1102.09,2473.59,0,1524.52,100.01,515.84,908.67,1504.32,20.2,0,54,50,4,0,53,20,21,12,52,1,0,0.7,0.3,0.43
"156",543.31,25.47,4901.91,225.36,765.69,3910.86,197.89,13.43,184.46,0,197.89,0,0,9.02,7.02,1,1,9.02,2,7.02,0,9.02,0,0,0.96,0.04,0.04
"156",5066.2,3.7,5066.6,0,0,5066.6,33.2,0,33.2,0,33.2,0,0,1,0,0,1,1,0,1,0,1,0,0,0.99,0.01,0.01
"156",482.68,55.89,4827.18,134.61,843.87,3848.7,273.02,26.2,91.01,155.81,117.21,155.81,0,10,7,1,2,10,4,5,1,9,1,0,0.95,0.05,0.06
"156",342.68,129.21,4455.15,372.63,568.04,3514.48,645.05,11.6,174.41,459.04,352.83,292.22,0,13,11,1,1,12,3,5,4,9,3,0,0.87,0.13,0.14
"156",195.29,34.78,4687.37,652.45,4034.92,0,412.83,62.6,172.41,177.81,412.83,0,0,24,18,6,0,23,14,6,3,23,0,0,0.92,0.08,0.09
"116",404.73,21.75,4857.18,494.84,0,4362.34,243.02,28.8,161.61,52.6,243.02,0,0,12,11,0,1,12,4,7,1,12,0,0,0.95,0.05,0.05
"116",552.89,10.5,4976.39,271.62,1899.95,2804.82,123.81,31,21.6,71.21,123.81,0,0,9,4,4,1,8,6,1,1,8,0,0,0.98,0.02,0.02
"116",262.66,41.06,4728.17,1027.08,1841.14,1859.95,372.03,36.4,68.41,267.22,372.03,0,0,18,13,4,1,17,9,4,4,17,0,0,0.93,0.07,0.08
"116",223.86,35.69,4729.56,623.57,4106,0,370.24,52.92,189.14,128.17,370.24,0,0,21.13,15.09,6.04,0,20.12,10.06,8.05,2.01,20.12,0,0,0.93,0.07,0.08
"116",209.92,48.93,4618.56,905.87,3712.69,0,481.24,44.2,230.62,206.42,481.24,0,0,22,18,4,0,22,8,11,3,22,0,0,0.91,0.09,0.1
"116",372.71,22.06,4880.03,404.89,1459.62,3015.52,219.77,30.22,72.11,117.44,219.77,0,0,13.09,11.08,1.01,1.01,12.09,6.04,4.03,2.01,12.09,0,0,0.96,0.04,0.05
"116",284.76,22.68,4841.38,366.03,2474.99,2000.36,258.82,43.2,121.01,94.61,258.82,0,0,17,11,5,1,16,10,5,1,16,0,0,0.95,0.05,0.05
"161",505.9,2.74,5059.4,660.05,345.43,4053.92,40.8,30.2,10.6,0,40.8,0,0,10,8,1,1,9,8,1,0,9,0,0,0.99,0.01,0.01
"161",140.89,76.25,4226.93,824.06,490.64,2912.23,873.27,54,340.63,478.64,873.27,0,0,30,27,2,1,29,10,13,6,29,0,0,0.83,0.17,0.21
"161",208.85,131.9,3968.51,439.63,1718.13,1810.74,1131.69,26.2,214.22,891.27,1104.29,27.4,0,19,14,4,1,18,3,7,8,17,1,0,0.78,0.22,0.29
"161",324.71,20.03,4870.98,282.82,4588.16,0,228.82,41.2,136.21,51.4,228.82,0,0,15,9,6,0,15,8,6,1,15,0,0,0.96,0.04,0.05
"161",700.83,20.36,4906.18,227.02,283.42,4395.74,194.02,16,79.61,98.41,194.02,0,0,7,5,1,1,7,3,3,1,7,0,0,0.96,0.04,0.04
"161",161.7,67.92,4414.89,728.17,246,3440.72,685.31,77.54,156.99,450.77,685.31,0,0,27.3,24.57,1.37,1.37,25.94,12.29,8.19,5.46,25.94,0,0,0.87,0.13,0.16
"311",31.69,273.87,2852.62,2091.76,760.86,0,2247.58,106.41,1262.9,878.27,2189.97,57.6,0,90.01,88.01,2,0,90.01,24,55,11,87.01,3,0,0.56,0.44,0.79
"311",220.07,51.62,4621.76,603.65,2114.77,1903.35,478.44,44.4,326.23,107.81,478.44,0,0,21,15,5,1,20,8,10,2,20,0,0,0.91,0.09,0.1
"311",289.29,15.82,4918.39,383.03,2987.23,1548.12,181.81,61.2,120.61,0,181.81,0,0,17,13,3,1,16,12,4,0,16,0,0,0.96,0.04,0.04
"311",348.93,16.96,4885.38,593.05,0,4292.34,214.82,52.4,162.41,0,214.82,0,0,14,13,0,1,13,8,5,0,13,0,0,0.96,0.04,0.04
"311",162.84,52.22,4559.76,649.45,1186.69,2723.61,540.44,65.61,363.83,111.01,540.44,0,0,28,25,2,1,27,12,13,2,27,0,0,0.89,0.11,0.12
"311",5099.4,0,5099.8,0,0,5099.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"82",188.57,80.25,4525.95,410.03,4115.92,0,574.25,59.8,180.61,333.83,574.25,0,0,24,19,5,0,23,11,9,3,23,0,0,0.89,0.11,0.13
"82",93.62,144.72,3838.7,1218.7,759.26,1860.75,1261.5,117.41,271.82,872.27,1261.5,0,0,41,38,2,1,41,19,11,11,41,0,0,0.75,0.25,0.33
"82",124.02,36.07,4713.17,1075.08,3638.09,0,386.83,123.81,263.02,0,371.83,15,0,38,31,7,0,37,24,13,0,36,1,0,0.92,0.08,0.08
"82",53.16,74.52,4146.73,2799.62,1347.11,0,953.07,178.41,774.66,0,953.07,0,0,78.01,74.01,4,0,77.01,41,36,0,77.01,0,0,0.81,0.19,0.23
"82",79.93,72.24,4094.43,653.2,452.19,2989.04,1005.77,156.85,364.58,484.34,1005.77,0,0,51.22,47.69,1.77,1.77,42.39,24.73,12.36,5.3,42.39,0,0,0.8,0.2,0.25
"82",74.4,199.73,3496.87,983.68,2513.2,0,1603.33,86.41,487.44,1029.48,1459.51,143.81,0,47,41,6,0,47,15,21,11,46,1,0,0.69,0.31,0.46
"295",445.84,21.45,4904.58,342.83,2032.56,2529.2,195.62,29.8,109.61,56.2,195.62,0,0,11,7,3,1,10,5,4,1,10,0,0,0.96,0.04,0.04
"295",55.79,177.09,3626.88,1892.15,229.42,1505.32,1473.32,137.61,715.26,620.45,1397.71,75.61,0,65.01,63,1,1,65.01,30,28,7,62,3,0,0.71,0.29,0.41
"295",188.21,34.65,4705.57,305.02,4400.55,0,394.23,54,195.42,144.81,394.23,0,0,25,17,8,0,24,12,10,2,24,0,0,0.92,0.08,0.08
"295",213.85,145.26,4277.34,526.44,1580.32,2170.57,822.86,46.6,182.81,593.45,693.65,129.21,0,20,16,3,1,19,7,7,5,17,2,0,0.84,0.16,0.19
"295",88.86,321.98,3465.87,844.27,313.82,2307.78,1634.33,76.01,492.04,1066.28,987.28,647.05,0,39,37,1,1,38,13,16,9,34,4,0,0.68,0.32,0.47
"295",354.69,87.9,4611.36,622.05,448.24,3541.08,488.84,35.8,72.01,381.03,242.82,246.02,0,13,10,2,1,13,6,3,4,10,3,0,0.9,0.1,0.11
"320",68.35,43.07,4527.91,1666.94,2860.96,0,572.29,238.5,333.8,0,572.29,0,0,66.25,61.15,5.1,0,63.7,43.32,20.38,0,63.7,0,0,0.89,0.11,0.13
"320",609.33,27.5,4874.98,53,3042.04,1779.94,225.22,8.4,67.61,149.21,225.22,0,0,8,4,3,1,8,3,3,2,8,0,0,0.96,0.04,0.05
"320",108.52,178.11,3798.5,671.05,3127.45,0,1301.7,57.6,441.23,802.86,1013.48,288.22,0,35,29,6,0,34,10,16,8,31,3,0,0.74,0.26,0.34
"320",279.21,36.62,4760.6,366.88,0,4393.72,339.6,42.93,296.67,0,304.09,35.5,0,17.05,16.05,0,1,18.05,8.02,10.03,0,16.05,2.01,0,0.93,0.07,0.07
"320",193.55,211.25,4064.92,866.67,639.25,2559,1035.28,37.2,180.41,817.66,650.85,384.43,0,21,18,2,1,20,7,7,6,17,3,0,0.8,0.2,0.25
"320",238.89,244.61,4061.52,699.85,802.46,2559.2,1038.68,25.2,187.81,825.66,350.03,688.65,0,17,13,3,1,18,6,9,3,17,1,0,0.8,0.2,0.26
"171",36.76,192.31,3088.44,2250.38,838.07,0,2011.76,176.61,1003.48,831.67,2011.76,0,0,84.01,82.01,2,0,84.01,33,39,12,84.01,0,0,0.61,0.39,0.65
"171",232.33,40.23,4646.96,579.65,1967.35,2099.96,453.24,42.8,144.01,266.42,453.24,0,0,20,16,3,1,19,9,6,4,19,0,0,0.91,0.09,0.1
"171",126.38,397.65,3412.47,884.87,2527.6,0,1687.53,44.8,178.61,1464.11,594.25,1093.29,0,27,20,7,0,26,11,8,7,23,3,0,0.67,0.33,0.49
"171",92.56,116.75,4073.12,1287.1,956.88,1829.14,1027.08,82.81,620.05,324.23,1027.08,0,0,44,40,3,1,43,16,23,4,43,0,0,0.8,0.2,0.25
"171",201.41,148.17,4229.93,586.25,1608.53,2035.16,842.27,23.6,184.21,634.45,599.25,243.02,0,21,18,2,1,20,5,7,8,16,4,0,0.83,0.17,0.2
"78",57.47,265.25,3276.06,986.28,2289.78,0,1824.14,108.21,651.85,1064.08,1628.93,195.22,0,57,53,4,0,58,21,23,14,54,4,0,0.64,0.36,0.56
"78",541.93,21.24,4877.78,140.81,1406.31,3330.66,222.42,23,68.21,131.21,222.42,0,0,9,5,3,1,8,3,4,1,8,0,0,0.96,0.04,0.05
"78",88.29,145.96,3973.31,1493.32,2479.99,0,1126.49,86.61,439.23,600.65,1126.49,0,0,45,40,5,0,44,20,17,7,44,0,0,0.78,0.22,0.28
"78",252.99,99.35,4301.14,741.26,3559.88,0,798.66,26.6,73.01,699.05,798.66,0,0,17,13,4,0,17,6,4,7,17,0,0,0.84,0.16,0.19
"78",141.67,93.39,4392.14,920.07,746.66,2725.41,708.06,48.2,403.23,256.62,673.65,34.4,0,31,29,1,1,31,11,16,4,30,1,0,0.86,0.14,0.16
"78",266.28,79.8,4527.16,606.85,0,3920.31,573.04,41.2,68.41,463.44,573.04,0,0,17,15,0,2,17,8,4,5,17,0,0,0.89,0.11,0.13
"40",1006.92,4.51,5034.99,387.63,0,4647.36,65.21,4.6,60.6,0,65.21,0,0,5,4,0,1,5,2,3,0,5,0,0,0.99,0.01,0.01
"40",113.21,83.95,4302.14,853.87,3448.27,0,798.06,56,493.84,248.22,784.46,13.6,0,38,32,6,0,37,14,19,4,36,1,0,0.84,0.16,0.19
"40",1269.25,1.5,5077.4,5.4,235.82,4836.18,22.6,22.6,0,0,22.6,0,0,4,1,1,2,3,3,0,0,3,0,0,1,0,0
"40",56.52,206.86,3599.6,1331.06,2268.54,0,1500.6,116.51,521.57,862.53,1238.15,262.45,0,63.68,59.51,4.18,0,62.64,27.14,24.01,11.48,53.24,9.4,0,0.71,0.29,0.42
"40",196.88,86.62,4331.74,475.24,1944.55,1911.95,768.46,18,211.22,539.24,768.46,0,0,22,18,3,1,21,5,10,6,21,0,0,0.85,0.15,0.18
"40",245.19,48.69,4658.97,425.83,334.43,3898.71,440.63,39.6,230.02,171.01,428.83,11.8,0,19,16,1,2,18,6,9,3,17,1,0,0.91,0.09,0.09
"347",1178.25,11.02,4953.89,96.28,0,4857.6,146.31,1.68,35.95,108.68,146.31,0,0,4.2,3.15,0,1.05,3.15,1.05,1.05,1.05,3.15,0,0,0.97,0.03,0.03
"347",345.51,25.69,4837.58,721.46,1857.55,2258.58,262.62,19.6,103.01,140.01,262.62,0,0,14,10,3,1,13,5,6,2,13,0,0,0.95,0.05,0.05
"347",61.33,169.51,3618.88,1911.75,1707.13,0,1480.92,69.61,968.48,442.83,1480.92,0,0,59,55,4,0,58,13,39,6,58,0,0,0.71,0.29,0.41
"347",49.13,188.15,3292.26,1734.34,1557.92,0,1807.94,154.01,651.05,1002.88,1807.94,0,0,67.01,63,4,0,66.01,26,29,11,66.01,0,0,0.65,0.35,0.55
"347",300.61,25.99,4810.18,216.02,3084.24,1509.92,290.02,40.8,101.21,148.01,290.02,0,0,16,10,5,1,16,10,4,2,16,0,0,0.94,0.06,0.06
"347",100.58,292.66,3822.5,1438.71,2383.79,0,1277.3,52.6,478.64,746.06,700.45,576.85,0,38,34,4,0,38,9,22,7,31,7,0,0.75,0.25,0.33
"183",717.06,7.23,5019.79,228.02,0,4791.78,80.41,9,71.41,0,80.41,0,0,7,6,0,1,6,3,3,0,6,0,0,0.98,0.02,0.02
"183",298.94,26.97,4783.38,404.23,2769.62,1609.53,316.82,45,144.01,127.81,316.82,0,0,16,11,4,1,15,7,6,2,15,0,0,0.94,0.06,0.07
"183",245.19,35.18,4658.97,359.63,4299.34,0,441.23,39.2,150.21,251.82,441.23,0,0,19,14,5,0,18,8,7,3,18,0,0,0.91,0.09,0.09
"183",81.64,104.99,4084.6,1437.45,2647.16,0,1015.6,101.46,670.99,243.14,1015.6,0,0,50.03,45.03,5,0,49.03,19.01,27.02,3,49.03,0,0,0.8,0.2,0.25
"183",826.63,16.33,4960.19,37.6,873.27,4049.32,140.01,0,140.01,0,140.01,0,0,6,3,1,2,6,0,6,0,6,0,0,0.97,0.03,0.03
"183",578.25,80.77,4626.36,80.21,727.66,3818.5,473.84,2.2,46.4,425.23,326.83,147.01,0,8,3,3,2,7,1,2,4,6,1,0,0.91,0.09,0.1
"183",77.34,78.97,3677.11,1566.15,2110.96,0,1387.86,61.16,632.77,693.93,1387.86,0,0,47.54,43.22,4.32,0,43.22,9.72,25.93,7.56,43.22,0,0,0.72,0.27,0.38
"336",86.82,170.4,3820.5,1007.08,2813.42,0,1279.7,98.01,476.64,705.06,1220.9,58.8,0,44,41,3,0,44,18,17,9,43,1,0,0.75,0.25,0.33
"336",253.27,23.12,4812.58,653.25,1784.74,2374.59,287.62,47.2,123.41,117.01,287.62,0,0,19,14,4,1,18,8,8,2,18,0,0,0.94,0.06,0.06
"336",433.09,31.23,4764.37,215.22,544.64,4004.51,335.83,8.8,65.21,261.82,335.83,0,0,11,8,2,1,10,3,3,4,10,0,0,0.93,0.07,0.07
"336",630.9,3.57,5047.6,274.02,0,4773.57,52.6,30,22.6,0,52.6,0,0,8,6,0,2,7,6,1,0,7,0,0,0.99,0.01,0.01
"336",225.86,6.95,4986.72,908.76,4077.95,0,113.48,59.61,53.87,0,113.48,0,0,22.08,13.25,8.83,0,19.87,15.46,4.42,0,19.87,0,0,0.98,0.02,0.02
"336",138.76,103.28,4163.13,503.24,233.82,3426.07,937.07,23.2,422.83,491.04,937.07,0,0,30,27,1,2,29,5,18,6,29,0,0,0.82,0.18,0.23
"182",36.14,1083.04,2025.93,901.16,1124.77,0,3054.09,70.73,552.19,2431.16,726.27,771.93,1555.89,56.06,54.02,2.04,0,53,12.23,24.46,16.31,31.59,15.29,6.12,0.4,0.6,1.51
"182",221.37,81.78,4427.75,205.02,4222.73,0,672.05,39.8,220.22,412.03,672.05,0,0,20,14,6,0,20,6,10,4,20,0,0,0.87,0.13,0.15
"182",185.12,23.09,4813.38,774.26,1649.53,2389.59,286.82,75.81,211.02,0,286.82,0,0,26,21,4,1,25,16,9,0,25,0,0,0.94,0.06,0.06
"182",149.1,46.42,4622.36,906.87,3715.49,0,477.84,92.41,159.01,226.42,477.84,0,0,31,25,6,0,30,17,9,4,30,0,0,0.91,0.09,0.1
"182",84.17,126.19,3973.92,992.68,2981.24,0,1081.28,93.02,587.65,400.61,981.83,99.45,0,47.21,40.18,7.03,0,45.2,16.07,24.11,5.02,44.2,1,0,0.78,0.21,0.27
"182",115.69,378.19,3586.68,507.84,816.06,2262.78,1513.52,38.6,285.62,1189.29,317.42,1196.09,0,31,29,1,1,30,7,12,11,18,12,0,0.7,0.3,0.42
"243",45.53,551.15,2777.62,1029.68,1747.94,0,2272.38,13,1226.3,1033.08,764.26,1380.11,128.01,61,59,2,0,59,3,43,13,28,29,2,0.54,0.45,0.82
"243",64.63,153.29,3877.9,1272.9,2605,0,1222.3,112.61,485.64,624.05,1164.09,58.2,0,60,57,3,0,60,30,24,6,59,1,0,0.76,0.24,0.32
"243",117.74,211.93,3767.9,514.64,3253.26,0,1332.3,44.4,242.82,1045.08,1267.7,64.61,0,32,27,5,0,31,10,10,11,29,2,0,0.74,0.26,0.35
"243",170.8,44.33,4611.96,637.25,1550.92,2423.79,488.24,72.21,326.63,89.41,488.24,0,0,27,24,2,1,26,12,13,1,26,0,0,0.9,0.1,0.11
"243",72.88,271.02,2988.23,915.67,2072.56,0,2109.37,46.2,493.64,1569.52,2039.96,69.41,0,41,39,2,0,40,9,16,15,38,2,0,0.59,0.41,0.71
"243",279.71,72.3,4475.75,461.04,1862.15,2152.57,624.05,30.8,175.21,418.03,576.65,47.4,0,16,11,4,1,16,5,7,4,15,1,0,0.88,0.12,0.14
"62",118.82,156.77,3921.51,905.87,1315.5,1700.13,1178.69,25.4,472.84,680.45,1160.69,18,0,33,29,3,1,32,5,19,8,31,1,0,0.77,0.23,0.3
"62",163.48,117.21,4250.73,519.64,2075.56,1655.53,849.47,30.6,367.03,451.84,631.65,217.82,0,26,19,6,1,25,6,14,5,23,2,0,0.83,0.17,0.2
"62",190.08,46.83,4753.86,529.21,1962.97,2261.69,346.34,59.42,235.89,51.02,329.73,16.61,0,25.01,22.01,2,1,24.01,13.01,10,1,23.01,1,0,0.93,0.07,0.07
"62",80.58,248.53,3223.65,923.87,2299.78,0,1876.55,33.4,519.64,1323.5,1817.34,59.2,0,40,36,4,0,39,6,17,16,37,2,0,0.63,0.37,0.58
"62",75.33,293.6,3390.27,1438.91,1951.35,0,1709.53,85.01,452.44,1172.09,1165.69,543.84,0,45,40,5,0,45,17,16,12,40,5,0,0.66,0.34,0.5
"62",228.61,49,4595.45,392.59,181.92,4020.94,421.73,18.69,278.81,124.23,421.73,0,0,20.1,17.09,1.01,2.01,18.09,6.03,10.05,2.01,18.09,0,0,0.9,0.08,0.09
"62",1224.55,29.78,4898.58,255.62,0,4642.96,201.22,0,33.8,167.41,201.22,0,0,4,3,0,1,3,0,1,2,3,0,0,0.96,0.04,0.04
"62",557.73,7.26,5019.99,200.42,318.62,4500.95,80.21,41,39.2,0,80.21,0,0,9,6,1,2,8,6,2,0,8,0,0,0.98,0.02,0.02
"62",616.48,17.4,4932.19,155.61,493.84,4282.74,168.01,22.4,145.61,0,168.01,0,0,8,5,2,1,7,3,4,0,7,0,0,0.97,0.03,0.03
"153",200.4,219.57,3607.48,558.64,3048.84,0,1492.72,13.4,132.21,1347.11,1296.5,196.22,0,18,15,3,0,17,3,4,10,15,2,0,0.71,0.29,0.41
"153",295.01,83.49,4425.55,354.43,4071.12,0,674.65,7,87.01,580.65,652.65,22,0,15,10,5,0,14,3,4,7,13,1,0,0.87,0.13,0.15
"153",482.98,30.87,4830.18,387.23,320.83,4122.12,269.82,8.6,204.82,56.4,269.82,0,0,10,7,1,2,10,2,7,1,10,0,0,0.95,0.05,0.06
"153",31.45,1085.49,2076.16,1611.13,465.04,0,3008.44,25.8,1056.88,1925.75,695.25,966.48,1346.71,66.01,65.01,1,0,66.01,5,37,24,23,20,23,0.41,0.59,1.45
"153",195.23,56.21,4685.97,1066.88,1900.15,1718.93,414.23,60.2,224.42,129.61,335.03,79.21,0,24,21,2,1,24,14,8,2,22,2,0,0.92,0.08,0.09
"153",100.99,157.45,3837.9,826.86,465.04,2546,1261.7,62.6,434.83,764.26,1232.5,29.2,0,38,35,2,1,38,12,17,9,37,1,0,0.75,0.25,0.33
"129",99.5,178.21,3880.7,1066.28,437.83,2376.59,1219.5,57.8,495.44,666.25,1046.88,172.61,0,39,37,1,1,38,9,21,8,34,4,0,0.76,0.24,0.31
"129",634.42,1.67,5075.8,368.03,2807.02,1900.75,24.4,24.4,0,0,24.4,0,0,8,4,3,1,7,7,0,0,7,0,0,1,0,0
"129",184.27,87.63,4422.75,599.25,1700.33,2123.17,677.05,34.2,297.42,345.43,677.05,0,0,24,21,2,1,23,7,13,3,23,0,0,0.87,0.13,0.15
"129",109.5,527.39,2956.63,479.04,2477.59,0,2112.57,6,101.21,2005.36,735.46,1232.7,144.41,27,23,4,0,26,2,3,21,12,13,1,0.58,0.41,0.71
"129",181.73,52.67,4543.56,530.04,2494,1519.52,556.64,32.6,390.83,133.21,556.64,0,0,25,21,3,1,25,6,17,2,25,0,0,0.89,0.11,0.12
"129",306.04,14.76,4896.98,208.22,588.65,4100.12,203.22,44,97.41,61.8,203.22,0,0,16,12,2,2,15,9,5,1,15,0,0,0.96,0.04,0.04
"180",99.08,61.09,4459.15,790.86,3668.29,0,641.05,134.81,373.43,132.81,641.05,0,0,45,42,3,0,45,26,17,2,45,0,0,0.87,0.13,0.14
"180",263.01,49.34,4734.57,312.82,2896.03,1525.72,365.63,63.2,80.01,222.42,365.63,0,0,18,12,5,1,17,11,3,3,17,0,0,0.93,0.07,0.08
"180",137.16,102.37,4389.54,1334.1,1296.3,1759.14,710.66,63.4,263.22,384.03,710.66,0,0,32,28,3,1,32,15,12,5,32,0,0,0.86,0.14,0.16
"180",141.39,115.92,4383.34,1404.71,2978.63,0,716.46,92.61,91.01,532.84,442.03,274.42,0,31,26,5,0,31,22,3,6,28,3,0,0.86,0.14,0.16
"180",76.23,208.35,3583.28,969.68,2613.6,0,1516.52,62.4,637.45,816.66,1458.51,58,0,47,45,2,0,46,11,24,11,45,1,0,0.7,0.3,0.42
"180",109.1,185.98,3818.7,640.25,1283.7,1894.75,1281.5,46.2,418.83,816.46,1223.7,57.8,0,35,31,3,1,34,11,14,9,32,2,0,0.75,0.25,0.34
"240",277.38,67.23,4438.35,417.83,4020.52,0,585.85,23,82.01,480.84,585.85,0,0,16,11,5,0,14,6,3,5,14,0,0,0.87,0.11,0.13
"240",145.86,85.26,4230.33,678.85,1425.11,2126.37,869.87,45,371.23,453.64,869.87,0,0,29,26,2,1,28,10,13,5,28,0,0,0.83,0.17,0.21
"240",80.02,201.89,3448.03,1053.95,2394.08,0,1652.17,48.5,598.62,1005.05,1652.17,0,0,43.09,40.08,3.01,0,44.09,12.02,21.04,11.02,44.09,0,0,0.68,0.32,0.48
"240",205.1,108.03,4319.03,460.48,3858.54,0,780.77,46.53,283.39,450.86,733.24,47.53,0,21.06,13.04,8.02,0,21.06,7.02,9.03,5.01,20.06,1,0,0.85,0.15,0.18
"240",209.02,108.56,4389.74,666.25,2114.37,1609.13,710.46,49.6,178.21,482.64,450.44,260.02,0,21,18,2,1,20,8,7,5,18,2,0,0.86,0.14,0.16
"240",97.39,234.1,3530.15,987.9,895.07,1647.17,1412.38,65.24,374.34,972.8,796.6,615.78,0,36.25,34.23,1.01,1.01,38.26,13.09,17.12,8.05,31.21,7.05,0,0.69,0.28,0.4
"92",413.83,12.16,4966.39,597.25,1314.1,3055.04,133.81,33,100.81,0,133.81,0,0,12,10,1,1,11,8,3,0,11,0,0,0.97,0.03,0.03
"92",105.5,191.3,3798.3,1048.48,2749.82,0,1301.9,75.41,144.01,1082.48,1140.49,161.41,0,36,30,6,0,35,17,6,12,34,1,0,0.74,0.26,0.34
"92",551.62,10.57,4964.99,216.22,358.83,4389.94,135.21,17.2,118.01,0,135.21,0,0,9,6,1,2,9,4,5,0,9,0,0,0.97,0.03,0.03
"92",96.53,307.2,3378.67,758.66,2620.01,0,1721.13,44.4,311.62,1365.11,1149.29,571.84,0,35,31,4,0,34,8,13,13,29,5,0,0.66,0.34,0.51
"92",65.37,121.86,3857.1,1236.1,2621.01,0,1243.1,142.81,505.64,594.65,1243.1,0,0,59,53,6,0,58,28,23,7,58,0,0,0.76,0.24,0.32
"92",252.17,33.02,4791.58,853.07,1939.55,1998.96,308.62,55.6,196.42,56.6,308.62,0,0,19,15,3,1,18,10,7,1,18,0,0,0.94,0.06,0.06
"130",487.42,30,4874.58,167.21,1094.29,3613.08,216.42,17,119.21,80.21,216.42,0,0,10,7,2,1,9,3,5,1,9,0,0,0.96,0.04,0.04
"130",127.72,142.86,3959.71,939.47,1146.49,1873.75,1140.09,50.6,319.03,770.46,1060.28,79.81,0,31,28,2,1,31,9,13,9,29,2,0,0.78,0.22,0.29
"130",204.14,42.9,4695.57,865.27,0,3830.3,404.23,75.01,193.22,136.01,404.23,0,0,23,22,0,1,23,14,7,2,23,0,0,0.92,0.08,0.09
"130",141.38,46.08,4667.96,918.1,3749.86,0,432.24,108.66,133.47,190.1,432.24,0,0,33.02,27.01,6,0,32.02,24.01,6,2,32.02,0,0,0.92,0.08,0.09
"130",830.77,13.92,4984.99,192.82,0,4792.18,115.21,9.6,105.61,0,90.01,25.2,0,6,5,0,1,6,2,4,0,5,1,0,0.98,0.02,0.02
"130",157.99,40.94,4581.96,1196.29,1315.1,2070.56,517.84,40.6,339.23,138.01,517.84,0,0,29,25,3,1,28,10,16,2,28,0,0,0.9,0.1,0.11
"326",16.46,1448.92,1333.5,1333.5,0,0,3759.09,63.81,1030.48,2664.81,735.26,1225.5,1798.34,81.01,81.01,0,0,81.01,10,45,26,27,30,24,0.26,0.74,2.82
"326",485.06,27.35,4850.98,372.23,1167.49,3311.26,249.22,16.2,171.61,61.4,249.22,0,0,10,7,2,1,11,4,6,1,11,0,0,0.95,0.05,0.05
"326",382.48,11.33,4972.59,258.62,1982.76,2731.21,127.61,49.6,78.01,0,127.61,0,0,13,9,3,1,12,8,4,0,12,0,0,0.97,0.03,0.03
"326",37.91,393.32,2662.77,1745.15,917.62,0,2437.43,145.88,718.37,1573.18,1806.75,630.68,0,70.23,69.23,1,0,69.23,24.08,30.1,15.05,60.2,9.03,0,0.52,0.48,0.92
"326",61.61,142.68,3758.29,1710.73,359.03,1688.53,1341.91,64.61,1101.09,176.21,1341.91,0,0,61,59,1,1,60,14,43,3,60,0,0,0.74,0.26,0.36
"326",64.75,157.93,3565.33,2025.46,1539.87,0,1514.84,109.53,592.92,812.39,1514.84,0,0,55.07,53.06,2,0,54.07,21.03,24.03,9.01,54.07,0,0,0.7,0.3,0.42
"159",86.95,196.28,3565.08,1283.5,2281.58,0,1535.12,56.6,614.05,864.47,1475.12,60,0,41,38,3,0,41,8,22,11,39,2,0,0.7,0.3,0.43
"159",54.26,72.52,4124.12,1409.91,2714.21,0,976.08,202.42,708.66,65.01,976.08,0,0,76.01,72.01,4,0,75.01,42,32,1,75.01,0,0,0.81,0.19,0.24
"159",82.33,81.33,4199.13,2212.57,1986.56,0,900.67,88.01,596.05,216.62,900.67,0,0,51,45,6,0,50,20,27,3,50,0,0,0.82,0.18,0.21
"159",149.56,153.19,3888.91,775.26,3113.64,0,1211.29,30,215.42,965.88,1211.29,0,0,26,23,3,0,26,6,8,12,26,0,0,0.76,0.24,0.31
"159",380.42,14.96,4945.79,393.63,451.64,4100.52,154.41,24,58.4,72.01,150.41,4,0,13,10,1,2,12,7,4,1,11,1,0,0.97,0.03,0.03
"159",475.26,44.53,4752.97,610.85,641.85,3500.27,347.23,16.4,104.81,226.02,347.23,0,0,10,8,1,1,9,2,4,3,9,0,0,0.93,0.07,0.07
"35",76.32,87.56,3622,1424.26,2197.74,0,1380.04,94.69,428.99,856.36,1375.64,3.7,0.69,47.46,43.99,3.47,0,47.46,17.36,19.68,10.42,45.14,1.16,1.16,0.71,0.27,0.38
