"Genotype","Dim_0","Dim_1","Dim_2","Dim_3","Dim_4","Dim_5","Dim_6","Dim_7","Dim_8","Dim_9","Dim_10","Dim_11","Dim_12","Dim_13","Dim_14","Dim_15","Dim_16","Dim_17","Dim_18","Dim_19","Dim_20","Dim_21","Dim_22","Dim_23","Dim_24","Dim_25","Dim_26","Dim_27","Dim_28","Dim_29","Dim_30","Dim_31","Dim_32","Dim_33","Dim_34","Dim_35","Dim_36","Dim_37","Dim_38","Dim_39","Dim_40","Dim_41","Dim_42","Dim_43","Dim_44","Dim_45","Dim_46","Dim_47","Dim_48","Dim_49"
92,6.24408131304911,6.62198702494303,-2.13065028190613,0.474067107904103,0.579016853546689,0.786632031202312,0.434821461637813,0.285918042063713,-1.94147286812465,0.454492564002673,0.483012307182086,0.511565670622948,0.226986249287925,0.397085929599737,0.559680868119389,0.395334358003037,0.0272652442654301,0.284548976003123,0.460863585273427,0.725134043046878,-0.290187356597076,0.455345199424773,-2.58832946204426,-2.42238420010644,-1.15244005123774,0.00285512211116016,0.00606587740968678,0.00233858642211734,0.0034029364348246,0.00366235461766842,0.00300031021146763,0.00561420619432138,0.00490331378144522,0.00326300680007009,0.00366269116057077,0.00388085585334114,0.00239460515634466,0.00365369262773276,0.00319149695602686,0.00335164521040105,0.00283056417137783,0.00373208514449024,0.00172069331949494,0.00418898342953375,0.00259918854394862,0.00400675091138391,0.00173299466024978,0.00234254827815619,0.00457509390181142,0.00373413819357614
93,6.181188611613,6.36242716653006,-2.1129937342235,0.518535500107004,0.640725430329647,0.734386027926298,0.358119818423755,0.307506953223027,-1.87385685969854,0.476742145584257,0.575648484260749,0.531381443941858,0.455817945047535,0.496712869011046,0.316765605463314,0.493257837838861,0.294019181571243,0.459745681145963,0.420835763009135,0.474238788108122,-0.373239357002361,0.506706047988849,-2.61714387744826,-2.5688224501988,-1.1959446749926,0.00251648960976024,0.00473320928415262,0.0021517228586734,0.00325585754990857,0.00332383890046525,0.00258893289500367,0.00482317029766512,0.00422554865612515,0.00298453965632017,0.00308757095814487,0.00372334861755348,0.0024013137932033,0.00360396837120695,0.00287375032350313,0.00327869450280543,0.00308627041544288,0.00377111407897939,0.00169354736660162,0.00379054018042653,0.00243475756707721,0.00364041885574184,0.00183375398366384,0.00211514825988686,0.0043519540853698,0.00360076021755952
94,6.12440558879001,6.28196907043457,-2.02146770556768,0.641517949246315,0.372875964484884,0.359025277197357,0.444454391797382,0.400074707965056,-1.95344358682633,0.558170676231384,0.71401312256011,0.804697930268376,0.649007052183153,0.417521690238632,0.299801043294012,0.26399896851244,0.155363989601156,0.257622527806354,0.398007199168207,0.612578182651128,-0.260061011567026,0.561831234981818,-2.49712969822679,-2.38641455091039,-1.50457781553268,0.00221779695124002,0.00479506144773578,0.00193649269176675,0.00294060208945269,0.00262326684222611,0.00220525622630695,0.00460503541472197,0.00394089118344709,0.0028185981722995,0.00327823206316674,0.00399202850234211,0.00243349611992015,0.0034661906008376,0.00253258601413228,0.00253731493301892,0.00208659519561122,0.0024884320389145,0.00135057794307808,0.00277133829270801,0.00201581606441406,0.00414575772269157,0.00183239145295053,0.00215824215584466,0.00405661680100509,0.00371258393266185
95,6.6332440052287,7.21731548309326,-1.96395089626312,0.444123885635091,0.413036326128665,0.583801613744357,0.493988462292752,0.37757210099611,-2.19334129073968,0.245628641016558,0.412408100903221,0.663178078877308,0.661164422688841,0.571306872866845,0.415916180559638,0.43772749666735,0.176312695088835,0.414608257779404,0.63710970609542,0.85206723824133,-0.241729108458448,0.407750158192509,-2.73891604110084,-2.55629445099641,-1.50662549787993,0.00252783982131061,0.00430238006544086,0.00182201128452244,0.00211130079135692,0.0020087172657357,0.00216529204929216,0.00410888763846672,0.00325762627180666,0.00199731401593267,0.00208270144531576,0.00276014944293972,0.00164838003857555,0.00270892191825589,0.00238553942010178,0.00264856560103802,0.00175815593053923,0.00267956521188855,0.00120516706721329,0.00331525971350536,0.0019553402783891,0.00326502791055823,0.00114812704639162,0.00165998781312122,0.00408750767416319,0.00300369206688147
96,6.22884104342624,6.19645118713379,-2.10136141777039,0.522245682215487,0.468579100426315,0.676122273406153,0.50789126297696,0.434612234036764,-1.77499452853576,0.308009208933674,0.377856121698852,0.471525150774816,0.445972092462856,0.37142622508124,0.221436745178841,0.289781981726623,0.134680938901865,0.458823328001907,0.679153923700183,0.667609109165303,-0.327021740285939,0.437044759220269,-2.55016103699324,-2.38479797519369,-1.39967707911093,0.00330796120471302,0.00534142156980005,0.00233494685282045,0.00267616804148631,0.00284403349280243,0.00307337261945416,0.00558234803328618,0.00527026560157538,0.00337773833543315,0.00298220365998484,0.0041736887175481,0.002618662093589,0.00374890767933795,0.00310684852355098,0.00329328750861529,0.00281838137691303,0.00418943127477888,0.00197020320144852,0.00488410338571872,0.00295078012232952,0.00472012955375738,0.00218894184045102,0.00231353123879668,0.00531304539857468,0.00404773914491879
98,6.16624806400811,6.61653251647949,-2.13281552791595,0.504606711367216,0.566152638644439,0.622311337285567,0.478903643216501,0.693599677402014,-1.65490811480284,0.538501424314539,0.705776735183008,0.298678166236756,0.00719052652247748,-0.0121897617769074,0.262663766711379,0.363430016058863,0.00484269036720619,0.209510642218635,0.484609118184114,0.629300128105044,-0.176996646792342,0.607913629054269,-2.52185364895263,-2.22767998457224,-0.935668904551952,0.00341693661359647,0.007544375432116,0.00242883885388214,0.00348819175075587,0.00331253228722954,0.0031970021938134,0.00622044708720456,0.00617590490728617,0.00437085988294569,0.00517981363740774,0.0055177357992158,0.00241711759538595,0.00345456466882811,0.0022721005741873,0.00268702664086827,0.00256540183445302,0.00282219839435381,0.00155021024368828,0.00375133721464991,0.0023146799721071,0.00458703211727579,0.00221323597601967,0.00228221031125316,0.0052385803212912,0.00468145483198553
99,6.36518498969884,6.32870495319366,-2.1794323126475,0.451313676300397,0.587468408357864,0.669147173563635,0.505464081962902,0.476291040579478,-1.81730123360952,0.426640629768372,0.39828961207581,0.537620355701943,0.469617559264105,0.635578541323199,0.443817364583371,0.591455246232274,0.291685714373587,0.430904188578493,0.616092363993329,0.733043000106635,-0.448832022326202,0.30180820255698,-2.55993243817627,-2.60007962989291,-1.84812627236048,0.00224001103673903,0.00415234996203008,0.0016845019781449,0.00232192948855277,0.00279868600316363,0.00250598699071174,0.00457258969590603,0.00422791884435962,0.00259754353242264,0.00268686927544568,0.00338136045936103,0.00227174884639679,0.00332523102625655,0.00257041249932249,0.00321689931248891,0.00259777210822077,0.00366587472575101,0.00158224837893774,0.00348558701807634,0.00244215463826799,0.00346213919075635,0.00150042478765059,0.00181932698490889,0.00428828393218132,0.00278351672381603
100,5.6180869526741,5.74910147984823,-2.1249905427297,0.38267018688827,0.42485255379754,0.665402987028603,0.408626408821187,0.281012860917431,-2.09752150625655,0.503997772361775,0.524820417083174,0.579131970523129,0.465069441990726,0.418021483306051,0.41493654807558,0.441972538117194,0.154115147720078,0.458695688209283,0.652613861104622,0.771470112663725,-0.283258450067892,0.305602579972658,-2.62605823731704,-2.25153852278829,-1.00185769943982,0.00291617143129455,0.00542979927483082,0.00252544623661281,0.00306709988236959,0.00336635267967618,0.00338564834249824,0.00610344611516581,0.00543843562869976,0.00360116400904926,0.00377160045789382,0.00494710505204817,0.00311431010562444,0.00446708260189661,0.0038641070861156,0.00410055577472034,0.00326848019544223,0.00506062488767528,0.00198913828167725,0.00530280685750707,0.00290105204932042,0.00518448721516952,0.00206189210697141,0.00246344234313842,0.00568426547437165,0.00447792262071869
102,6.34855147376208,6.76185779571533,-2.17342655658722,0.546905975115221,0.476416020106937,0.399150639522171,0.282522763846792,0.415521743736134,-2.04580627206795,0.192536085466213,0.220292844440937,0.534632829185372,0.592562897961078,0.470418872238943,0.328867793031308,0.386596314737733,0.0202784998124607,0.214988015833426,0.518964955188651,0.832728360304222,-0.14135361137598,0.464649741145448,-2.55847908028399,-2.2980625443887,-0.878253252783336,0.00375255082264661,0.00601148309443576,0.00280882680080637,0.00313935757295256,0.00312966392076039,0.00273258681330024,0.00543864627786629,0.00455715097486973,0.00307588709424615,0.00308486795814579,0.00391988750110527,0.00235713040095808,0.00384306325862541,0.00352563031219887,0.00382960576281491,0.00306134266748084,0.00400106644710114,0.00171065303129355,0.0045334424130805,0.0026213621436849,0.0045819590866518,0.00203340680589243,0.00284829256602679,0.00590249354756358,0.00524659052768932
103,6.07925456727832,6.15124607086182,-2.03522455692291,0.576848833776398,0.71130046328663,0.697167634963985,0.319210956494012,0.386118839184444,-1.93364489078522,0.321145604054133,0.40092801333997,0.502207333770078,0.528905202945075,0.570718782025159,0.326148964166616,0.34649052122836,0.0524979479153189,0.240620125570304,0.514015490810078,0.708648215747365,-0.202084619662934,0.529070230742803,-2.37971892746128,-2.38098681843962,-1.61403665939967,0.00289126818107219,0.0047438577945267,0.00227611750129621,0.00312225095995528,0.00302807057635159,0.00272529523105196,0.00485177042874264,0.00429244715875635,0.0028899802422321,0.00278279054327862,0.00395047201961344,0.00253915755699077,0.00362894003580502,0.00296584945387286,0.00305091729715091,0.00290607004303554,0.00395501928155589,0.0018230260223242,0.00443743045131366,0.00293192581576556,0.00412190001470279,0.00210001608571947,0.00244668373016517,0.00461124109129578,0.00378507314776482
